CURRENT CONGREGATION,ORIGINAL CONGREGATION,FULL ADDRESS,ZIP CODE,YEAR ORIGINAL BUILDING COMPLETED,CIRCA/PRE/POST,ORIGINAL ARCHITECT,Phila Register (Ind),Phila Register (District),National Register (Ind),National Register (District),NHL,HABS,DATE SOURCE,ARCHITECT SOURCE,CITY COUNCIL,PLANNING DISTRICT,SINGLE BUILDING/COMPLEX,ORIGINAL FAITH,CURRENT FAITH,ADD1,ADD1YR,ADD1ARCH,ADD2,ADD2YR,ADD2ARCH,ADD3,ADD3YR,ADD3ARCH,ARTISANS,EXTMAT1,EXTMAT2,NOTES,DEMOLITION PERMITS (SINCE 2006),CENSUS OF STAINED GLASS,COVENANT ON FILE,COOPERMAN INVENTORY,CHANGE IN FAITH/DENOMINATION,TAX PARCEL #,AKA ADDRESS,OWNER1,OWNER2,CENSUS,Geocode Address,FOR SALE/SOLD/CLOSED/VACANT,UNSAFE/IMM.DANG.,Icon
SAINT AMBROSE CATHOLIC CHURCH,SAINT AMBROSE CATHOLIC CHURCH,401 E. ROOSEVELT BOULEVARD,19120,1955,,,NO,NO,NO,NO,NO,NO,"OUR FAITH-FILLED HERITAGE, P. 168",,5,UPPER NORTH,,ROMAN CATHOLIC,ROMAN CATHOLIC,,,,,,,,,,,,,,,NO,NO,NO,NO,776251000,,DENNIS J DOUGHERTY,ARCHBISHOP OF PHILA,290,"401 E. ROOSEVELT BOULEVARD Philadelphia, PA",,,small_red
SAINT RICHARD OF CHICHESTER CATHOLIC CHURCH,SAINT RICHARD OF CHICHESTER CATHOLIC CHURCH,1800 POLLOCK STREET,19145,1951,,,NO,NO,NO,NO,NO,NO,CONGREGATION WEBSITE,,2,SOUTH,,ROMAN CATHOLIC,ROMAN CATHOLIC,,,,,,,,,,,,,,,NO,NO,NO,NO,773136000,3010 S. 18TH STREET,REC ST RICHARDS CHURCH,,38,"1800  POLLOCK STREET Philadelphia, PA",,,small_red
WOOLSTON CHILD AND FAMILY CENTER - CLOSED,EAST BAPTIST CHURCH,1236-1244 E. COLUMBIA AVENUE,19125,,,,NO,NO,NO,NO,NO,NO,,,5,RIVER WARDS,,BAPTIST,ADAPTIVE REUSE,,,,,,,,,,,STUCCO,BRICK,,,NO,NO,NO,YES,777102000,,THE PRESCHOOL PROJECT,,158,"1236 E. COLUMBIA STREET Philadelphia, PA",,,small_red
CHILDS MEMORIAL BAPTIST CHURCH,NORTH TENTH STREET PRESBYTERIAN CHURCH,951-963 N. 10TH STREET,19123,1850,CIRCA,,NO,NO,NO,NO,NO,NO,PRESBYTERIAN CHURCH IN PHILADELPHIA (WHITE & SCOTT),,5,LOWER NORTH,,PRESBYTERIAN,BAPTIST,,,,,,,,,,,,,EBENEZER BAPTIST CHURCH UNTIL 1923,,NO,NO,NO,YES,771246000,,CHILDS MEMORIAL BAPT,CHURCH,141,"951 N. 10TH STREET Philadelphia, PA",,,small_red
EAST FALLS/FALLS OF SCHUYLKILL PRESBYTERIAN CHURCH,EAST FALLS/FALLS OF SCHUYLKILL PRESBYTERIAN CHURCH,3800 VAUX STREET,19129,1945,,F.D. EDMUNDS; F. GREEN; HORACE TRUMBAUER,NO,NO,NO,NO,NO,NO,CONGREGATION WEBSITE,,4,LOWER NORTHWEST,,PRESBYTERIAN,PRESBYTERIAN - PC(USA),,,,,,,,,,,BRICK,WOOD,,,NO,NO,NO,NO,775121010,,FIRST PRESBYTERIAN CHURCH,OF FALLS OF SCHUYLKILL,207,"3800  VAUX STREET Philadelphia, PA",,,small_red
SAINT FRANCIS DE SALES CHURCH,SAINT FRANCIS DE SALES,4615-4625 SPRINGFIELD AVENUE,19143,1911,,HENRY D. DAGIT,NO,NO,NO,WEST PHILADELPHIA STREETCAR SUBURB,NO,YES,MOSS,MOSS,3,UNIVERSITY/SOUTHWEST,COMPLEX,ROMAN CATHOLIC,ROMAN CATHOLIC,VATICAN II RENOVATIONS,1968,ROBERT VENTURI AND JOHN RAUCH,,,,,,,GUASTAVINO FIREPROOF CONSTRUCTION COMPANY,,,,,NO,PSP,NO,NO,461111000,,DOUGHERTY DENNIS J,,78,"4615  SPRINGFIELD AVENUE Philadelphia, PA",,,small_red
"SAINT PETER THE APOSTLE CATHOLIC CHURCH, SHRINE OF SAINT JOHN NEUMANN",SAINT PETER THE APOSTLE CATHOLIC CHURCH,1001-1019 N. 5TH STREET,19123,1843,,NAPOLEAN LEBRUN,NO,NO,NO,NO,NO,NO,PCP,,5,CENTRAL,,ROMAN CATHOLIC,ROMAN CATHOLIC,,,,,,,,,,,GRANITE,,,,YES,NO,NO,NO,771211200,,ST PETERS R C CHURCH,,142,"1001 N. 5TH STREET Philadelphia, PA",,,small_red
OAK LANE PRESBYTERIAN CHURCH,OAK LANE PRESBYTERIAN CHURCH,6635 N. 11TH STREET,19126,1902,,CHARLES W. BOLTON,NO,NO,NO,NO,NO,NO,,,8,UPPER NORTH,,PRESBYTERIAN,PRESBYTERIAN - PC(USA),,,,,,,,,,,SCHIST,,,,YES,NO,NO,NO,611184600,1040 OAK LANE AVENUE,OAK LANE PRESBYTERIAN,CHURCH,269,"6635 N. 11TH STREET Philadelphia, PA",,,small_red
MEMORIAL CHURCH OF THE GOOD SHEPHERD,MEMORIAL CHURCH OF THE GOOD SHEPHERD,3816 THE OAK ROAD,19144,1927,,CHARLES ZIEGLER,NO,NO,NO,NO,NO,NO,,,4,LOWER NORTHWEST,,EPISCOPAL,EPISCOPAL,,,,,,,,,,,SCHIST,WOOD,,,NO,NO,NO,NO,775250000,,PROT. EPISC. CHURCH,OF THE GOOD SHEPARD OF,206,"3816  THE OAK ROAD Philadelphia, PA",,,small_red
WYNNEFIELD PRESBYTERIAN CHURCH,WYNNEFIELD PRESBYTERIAN CHURCH,2265 N. 54TH STREET,19131,1925,,HENRY L. REINHOLD,NO,NO,NO,NO,NO,NO,"BUILDING PERMIT: PHMC-PHC, CLIO","PHMC-PHC, CLIO",4,WEST PARK,,PRESBYTERIAN,PRESBYTERIAN - PC(USA),,,,,,,,,,,SCHIST,SANDSTONE,,,NO,NO,NO,NO,774424000,2249 N. 54TH STREET,BOARD OF CHURCH,EXTENSION OF THE,119,"2265 N. 54TH STREET Philadelphia, PA",,,small_red
REFORMED EPISCOPAL CHURCH OF ATONEMENT,REFORMED EPISCOPAL CHURCH OF ATONEMENT,203 W. WALNUT LANE,19144,1929,,NORMAN HULME,NO,NO,NO,TULPEHOCKEN,NO,NO,PAB,,8,UPPER NORTHWEST,,EPISCOPAL,EPISCOPAL,,,,,,,,,,,SCHIST,LIMESTONE,,,YES,NO,NO,NO,775332000,6100 GREENE STREET,THE REFORMED EPISCOPAL,CHURCH OF TH ATONEMENT,238,"203 W. WALNUT LANE Philadelphia, PA",,,small_red
HAVEN MEMORIAL UNITED METHODIST CHURCH,ZION CHURCH?,2301-2309 W. OXFORD STREET,19103,1892,CIRCA,,NO,NO,NO,NO,NO,NO,PHPC,,2,CENTRAL,,METHODIST EPISCOPAL,METHODIST,,,,,,,,,,,,,,,NO,NO,NO,NO,772189000,,HAVEN MEDTH EPIS COPAL,CHURCH OF PHILA,149,"2301 W. OXFORD STREET Philadelphia, PA",,,small_red
KENCREST CHILDHOOD CENTER: WEST PHILADELPHIA CENTER,SAINT MARY OF CZESTOCHOWA,5900 ELMWOOD AVENUE,19143,,,,NO,NO,NO,NO,NO,NO,,,2,LOWER SOUTHWEST,,ROMAN CATHOLIC,ADAPTIVE REUSE,,,,,,,,,,,,,,,NO,NO,NO,YES,882250610,,KEN-CREST CENTERS,,67,"5900  ELMWOOD AVENUE Philadelphia, PA",,,small_red
FIRST PENTECOSTAL CHRISTIAN CHURCH?,HOLY INNOCENTS CHURCH,4711 TYSON AVENUE,19135,1910,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,6,NORTH DELAWARE,,,PENTECOSTAL,,,,,,,,,,,,,,,NO,NO,NO,,778312000,,RECTORS CHURCH WARDENS,VESTRYMEN OF CHURCH OF,326,"4711  TYSON AVENUE Philadelphia, PA",,,small_red
JOSIE D. HEARD AFRICAN METHODIST EPISCOPAL CHURCH,MANAYUNK AFRICAN METHODIST EPISCOPAL CHURCH,4321-4323 TOWER STREET,19127,1910,POST,,NO,NO,NO,NO,NO,NO,COOPERMAN,,4,LOWER NORTHWEST,,AFRICAN METHODIST EPISCOPAL,AFRICAN METHODIST EPISCOPAL,,,,,,,,,,,STUCCO,,,,NO,NO,YES,NO,775322000,,JOSIE D HEARD AME CHURCH,,214,"4321  TOWER STREET Philadelphia, PA",,,small_red
MEMORIAL BAPTIST CHURCH,WAYNE AVENUE BAPTIST CHURCH,5301 WAYNE AVENUE,19144,1904,,R. HEATH/WILSON?,NO,NO,NO,NO,NO,NO,,,8,UPPER NORTHWEST,,BAPTIST,BAPTIST,,,,,,,,,,,SCHIST,STUCCO,,,NO,NO,NO,NO,776289000,175 W. QUEEN LANE,MEMORIAL BAPTIST CHURCH,OF PHILA,242,"5301  WAYNE AVENUE Philadelphia, PA",,,small_red
RHAWNHURST PRESBYTERIAN CHURCH,RHAWNHURST PRESBYTERIAN CHURCH,7701-7717 LORETTO AVENUE,19111,1956,,,NO,NO,NO,NO,NO,NO,,,10,CENTRAL NORTHEAST,,PRESBYTERIAN,PRESBYTERIAN - PC(USA),,,,,,,,,,,SCHIST,,,,NO,NO,NO,NO,778226000,,THE RHAWNHURST,PRESBYTERIAN CHURCH,336,"7701  LORETTO AVENUE Philadelphia, PA",,,small_red
CHESTNUT HILL PRESBYTERIAN CHURCH,CHESTNUT HILL PRESBYTERIAN CHURCH,8855 GERMANTOWN AVENUE,19118,1950,,BARNEY & BANWELL,NO,NO,NO,NO,NO,NO,HABS,,8,UPPER NORTHWEST,,PRESBYTERIAN,PRESBYTERIAN - PC(USA),,,,,,,,,,,BRICK,WOOD,,,NO,NO,NO,NO,775169000,,PRESBYTERIAN CHURCH OF,CHESTNUT HILL,226,"8855  GERMANTOWN AVENUE Philadelphia, PA",,,small_red
OUR LADY OF MOUNT CARMEL CHAPEL (CARMELITE MONASTERY),OUR LADY OF MOUNT CARMEL CHAPEL (CARMELITE MONASTERY),6500-6590 OLD YORK ROAD,19126,1915,,MAGINNIS & WALSH,NO,NO,NO,NO,NO,NO,PAB,PAB,9,UPPER NORTH,,ROMAN CATHOLIC,ROMAN CATHOLIC,,,,,,,,,,LOCKE STUDIOS,SCHIST,TERRA COTTA,,,YES,NO,NO,NO,776220000,1400 W. 66TH AVENUE,CARMELITE CONVENT OF,PHILA,268,"6500  OLD YORK ROAD Philadelphia, PA",,,small_red
WILLIAMS TEMPLE CHRISTIAN METHODIST EPISCOPAL CHURCH,,3131-3133 REED STREET,19146,1942,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,2,SOUTH,,,CHRISTIAN METHODIST EPISCOPAL,,,,,,,,,,,BRICK,,,,NO,NO,NO,,773143000,,WILLIAMS TEMPLE,C M E CHURCH,33,"3131  REED STREET Philadelphia, PA",,,small_red
GRACE UNITED METHODIST CHURCH,GRACE METHODIST EPISCOPAL CHURCH,7101-7119 N. 20TH STREET,19138,1954,,,NO,NO,NO,NO,NO,NO,OPA,,9,UPPER NORTH,,METHODIST EPISCOPAL,METHODIST,,,,,,,,,,,,,,,NO,NO,NO,NO,775353000,,GRACE METHODIST,EPISCOPAL CHURCH,266,"7101 N. 20TH STREET Philadelphia, PA",,,small_red
KILLINGSWORTH TEMPLE,,5042-5050 BROWN STREET,19139,1890,CIRCA,,NO,NO,NO,NO,NO,NO,PHMC-PAB,,3,WEST,,,PENTECOSTAL,,,,,,,,,,,BRICK,,,,NO,NO,NO,,774079000,N. 51ST STREET,KODESH CHURCH OF,IMMANUEL A CORP,104,"5042  BROWN STREET Philadelphia, PA",,,small_red
MOUNT OLIVET TABERNACLE BAPTIST CHURCH,MOUNT OLIVET TABERNACLE BAPTIST CHURCH?,647-659 N. 42ND STREET,19104,1928,,UNKNOWN,NO,NO,NO,NO,NO,NO,MAPS CONFIRM CHURCH BETWEEN 1910 AND 1942,COOPERMAN,3,WEST,,BAPTIST,BAPTIST,,,,,,,,,,,GRANITE,,,,NO,NO,YES,NO,774370000,,MOUNT OLIVET TAB,BAPTIST CHURCH,106,"647 N. 42ND STREET Philadelphia, PA",,,small_red
PRINCE OF PEACE LUTHERAN CHURCH,EVANGELICAL LUTHERAN CHURCH OF THE PRINCE OF PEACE,501 COMLY STREET,19111,1942,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,9,LOWER NORTHEAST,,LUTHERAN,LUTHERAN,,,,,,,,,,,SCHIST,,,,NO,NO,NO,NO,778115000,6001 COLGATE STREET,EVANG LUTH CHURCH OF,PRINCE OF PEACE OF,305,"501  COMLY STREET Philadelphia, PA",,,small_red
SAINT PETER'S EVANGELICAL LUTHERAN CHURCH,SAINT PETER'S EVANGELICAL LUTHERAN CHURCH,7401-7407 BRIAR ROAD,19138,1940,,,NO,NO,NO,NO,NO,NO,CONGREGATION WEBSITE,,9,UPPER NORTH,,LUTHERAN,LUTHERAN,,,,,,,,,,,SCHIST,WOOD,,,NO,NO,NO,NO,775081000,2167 74TH AVENUE,ST PETERS EVANG CHURCH,,263,"7401  BRIAR ROAD Philadelphia, PA",,,small_red
SAINT MATTHEW�S AFRICAN METHODIST EPISCOPAL CHURCH,SAINT MATTHEW'S AFRICAN METHODIST EPISCOPAL CHURCH,215-223 N. 57TH STREET,19139,1940,,CHARLES W. BOLTON & SON,NO,NO,NO,NO,NO,NO,COOPERMAN,COOPERMAN,4,WEST,,AFRICAN METHODIST EPISCOPAL,AFRICAN METHODIST EPISCOPAL,,,,,,,,,,,STONE,,,,NO,NO,YES,NO,774435000,,WALTER MANDER ETAL TRS,ST MATTHEW AFRICAN-,94,"215 N. 57TH STREET Philadelphia, PA",,,small_red
ENON TABERNACLE BAPTIST CHURCH (WEST),ENON TABERNACLE BAPTIST CHURCH,230-234 W. COULTER STREET,19144,1914,,CHARLES H. WILSON,NO,NO,NO,NO,NO,NO,COOPERMAN,COOPERMAN,8,UPPER NORTHWEST,,BAPTIST,BAPTIST,,,,,,,,,,,SANDSTONE,,,,NO,NO,YES,NO,776133000,,TRUSTEES ENON BAPTIST,CHURCH,240,"230 W. COULTER STREET Philadelphia, PA",,,small_red
ZION EVANGELICAL LUTHERAN CHURCH,ZION LUTHERAN CHURCH,5301-5315 N. FRONT STREET,19120,1924,CIRCA,,NO,NO,NO,NO,NO,NO,PAB REF,,9,UPPER NORTH,,LUTHERAN,LUTHERAN,,,,,,,,,,,SCHIST,LIMESTONE,,,NO,NO,NO,NO,776143000,E. FISHER AVENUE,ZION EVANGELICAL LUTH,CHURCH OF OLNEY PHILA,290,"5301 N. FRONT STREET Philadelphia, PA",,,small_red
MOUNT CARMEL UNITED METHODIST CHURCH,FERN ROCK METHODIST CHURCH,5901-5907 N. PARK AVENUE,19141,,,,NO,NO,NO,NO,NO,NO,,,9,UPPER NORTH,,METHODIST,METHODIST,,,,,,,,,,,SCHIST,CAST STONE,,,NO,NO,NO,NO,776227000,,MT CARMEL METH EPIS,CHURCH,276,"5901 N. PARK AVENUE Philadelphia, PA",,,small_red
AFFORDABLE HOUSING FOR SENIORS,SAINT GEORGE EPISCOPAL CHURCH,518-538 S. 61ST STREET,19143,1871,,,NO,NO,NO,NO,NO,NO,PHPC,,3,WEST,COMPLEX,EPISCOPAL,ADAPTIVE REUSE,,,,,,,,,,,SCHIST,,,,NO,NO,NO,YES,774469000,,CHURCH FOUNDATION TR,,83,"512 S. 61ST STREET Philadelphia, PA",,,small_red
SAINT HELENA CATHOLIC CHURCH,SAINT HELENA CATHOLIC CHURCH,6161 N. 5TH STREET,19120,1950,,,NO,NO,NO,NO,NO,NO,"OUR FAITH-FILLED HERITAGE, P. 169",,9,UPPER NORTH,,ROMAN CATHOLIC,ROMAN CATHOLIC,,,,,,,,,,,MARBLE,SANDSTONE,,,NO,NO,NO,NO,776317000,,ST HELENAS R C CHURCH,,274,"6161 N. 5TH STREET Philadelphia, PA",,,small_red
FELTONVILLE PRESBYTERIAN CHURCH,MEMORIAL PRESBYTERIAN CHURCH,200 E. WYOMING AVENUE,19120,1912,,GEORGE E. SAVAGE,NO,NO,NO,NO,NO,NO,PCHP,,7,NORTH,,PRESBYTERIAN,PRESBYTERIAN - PC(USA),,,,,,,,,,,GRANITE,,,,NO,NO,NO,NO,776303000,,THE BLVD UNITED,PRESBYTERIAN CHURCH,288,"200 E. WYOMING AVENUE Philadelphia, PA",,,small_red
APARTMENTS,SAINT AGATHA'S ROMAN CATHOLIC CHURCH,3801-3807 SPRING GARDEN ST,19104,1878,,EDWIN F. DURANG,NO,NO,NO,NO,NO,YES,PAB,PAB,3,WEST,,ROMAN CATHOLIC,ADAPTIVE REUSE,SPIRE (PAB),1883,,CHAPEL BUILT; CHURCH INTERIOR ALTERATIONS (PAB),1901,EDWIN F. DURANG,REAR ADDITION (PAB),1912,E.F. DURANG & SON,D'ASCENZO STUDIOS,,,,,NO,NO,NO,YES,888240001,,CLOISTERS II REALTY CO L,,108,"3801  SPRING GARDEN STREET Philadelphia, PA",,,small_red
TENTH MEMORIAL BAPTIST CHURCH,SPRING GARDEN BAPTIST CHURCH,1900-1906 W. MASTER STREET,19121,1865,,,NO,NO,NO,NO,NO,NO,,,5,LOWER NORTH,,BAPTIST,BAPTIST,,,,,,,,,,,BROWNSTONE,,,,NO,NO,NO,NO,772168000,,10TH MEMORIAL BAPT CH,TRUSTEES,139,"1900 W. MASTER STREET Philadelphia, PA",,,small_red
SAINT DOMINIC CATHOLIC CHURCH,SAINT DOMINIC CATHOLIC CHURCH,8500 FRANKFORD AVENUE,19136,1897,,THE REV. JOHN D. BERRILL,NO,NO,NO,NO,NO,NO,"OUR FAITH-FILLED HERITAGE, P. 154",,10,LOWER FAR NORTHEAST,,ROMAN CATHOLIC,ROMAN CATHOLIC,ENLARGEMENT,1957,,,,,,,,,BROWNSTONE,,,,NO,NO,NO,NO,778164000,,ST DOMINIC<S ROMAN,CATHOLIC CHURCH,348,"8500  FRANKFORD AVENUE Philadelphia, PA",,,small_red
SAINT MADELEINE SOPHIE CATHOLIC CHURCH,SAINT MADELEINE SOPHIE CATHOLIC CHURCH,6452 GREENE STREET,19119,1930,,,NO,NO,NO,NO,NO,NO,"OUR FAITH-FILLED HERITAGE, P. 136",,8,UPPER NORTHWEST,,ROMAN CATHOLIC,ROMAN CATHOLIC,,,,,,,,,,,SCHIST,,,,NO,NO,NO,NO,775183000,,ST MADELEINE SOPHIE,CHURCH,236,"6452  GREENE STREET Philadelphia, PA",,,small_red
RISING SUN BAPTIST CHURCH,ALL SAINTS PROTESTANT EPISCOPAL CHURCH (ORIGINAL?),745 S. 12TH STREET,19147,1846,,J. & A. FERGUSON,NO,NO,NO,NO,NO,NO,PAB,"PHMC-PHC, CLIO",1,CENTRAL,,EPISCOPAL,BAPTIST,ENLARGEMENT (TRANSEPT?),1854,JOHN NOTMAN,"PORCH (PHMC-PHC, CLIO)",1895,S. MILLIGAN,,,,,SCHIST,WOOD,,,NO,NO,NO,YES,771260000,,RISING SUN BAPTIST,CHURCH,18,"745 S. 12TH STREET Philadelphia, PA",,,small_red
OFFICES,GRACE EVANGELICAL LUTHERAN CHURCH,492-498 ROXBOROUGH AVENUE,19128,1910,,,NO,NO,NO,NO,NO,NO,,,4,LOWER NORTHWEST,,LUTHERAN,ADAPTIVE REUSE,,,,,,,,,,,,,,,NO,NO,NO,YES,883377405,RIDGE AVENUE,BRYN MAWR TRUST COMPANY,,213,"492  ROXBOROUGH AVENUE Philadelphia, PA",,,small_red
ANNUNCIATION BLESSED VIRGIN MARY (B.V.M.) CATHOLIC CHURCH,ANNUNCIATION BLESSED VIRGIN MARY (B.V.M.) CATHOLIC CHURCH,1501 S. 10TH STREET,19147,1863,,,NO,NO,NO,NO,NO,NO,PCP,,1,SOUTH,,ROMAN CATHOLIC,ROMAN CATHOLIC,,,,,,,,,,,,,,,NO,NO,NO,NO,771251000,,REV JOHN V TOLINO,PASTOR ROMAN CATHOLIC,28,"1501 S. 10TH STREET Philadelphia, PA",,,small_red
WISSAHICKON PRESBYTERIAN CHURCH,WISSAHICKON PRESBYTERIAN CHURCH,5247 RIDGE AVENUE,19128,1893,,DANIEL S. BEALE,NO,NO,NO,NO,NO,NO,,,4,LOWER NORTHWEST,,PRESBYTERIAN,PRESBYTERIAN - PC(USA),,,,,,,,,,,SCHIST,SANDSTONE,,,NO,NO,NO,NO,775279000,,TRUSTEES OF THE,PRESBYTERY OF PHILA,209,"5247  RIDGE AVENUE Philadelphia, PA",,,small_red
APARTMENTS,FOURTH REFORMED PRESBYTERIAN CHURCH,355 MARTIN STREET,19128,1900,,,NO,NO,NO,NO,NO,NO,MANAYUNK CHURCHES WEBSITE,,4,LOWER NORTHWEST,,PRESBYTERIAN,ADAPTIVE REUSE,,,,,,,,,,,,,CLOSED 1969 (MANAYUNK CHURCHES WEBSITE); MENTIONED IN ARTICLE HERE: http://www.montgomerynews.com/articles/2011/02/11/roxborough_review/news/doc4d5461a30626b295073423.txt,,NO,NO,NO,YES,775233000,MONASTERY AND MANAYUNK AVENUES,BELL TOWER LLC,,213,"355  MARTIN STREET Philadelphia, PA",FOR SALE,,small_red
HOLY SPIRIT EVANGELICAL LUTHERAN CHURCH,,6250 LORETTO AVENUE,19111,1942,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,7,LOWER NORTHEAST,,,LUTHERAN,,,,,,,,,,,,,,,NO,NO,NO,,778223000,1268 ROBBINS STREET,EVANG LUTHRN CHURCH OF,HOLY SPIRIT-PHILA PA,311,"6250  LORETTO AVENUE Philadelphia, PA",,,small_red
APARTMENTS,WISSAHICKON METHODIST EPISCOPAL CHURCH,3849 TERRACE STREET,19128,1902,,HALES & BALLINGER,NO,NO,NO,NO,NO,NO,PAB,,4,LOWER NORTHWEST,,METHODIST,ADAPTIVE REUSE,CONVERTED TO CONDOMINIUMS (PAB),2003,CENTRAL MOUNTAIN DEVELOPMENT CORPORATION,,,,,,,WILLIAM REITH,,,,,NO,NO,NO,YES,UNITS LISTED SEPARATELY,,,,,"3849  TERRACE STREET Philadelphia, PA",,,small_red
SAINT THERESE OF THE CHILD JESUS CATHOLIC CHURCH,SAINT THERESE OF THE CHILD JESUS CATHOLIC CHURCH (PARISH SCHOOL),6611 ARDLEIGH STREET,19119,1951,,,NO,NO,NO,NO,NO,NO,"OUR FAITH-FILLED HERITAGE, P. 136",,8,UPPER NORTHWEST,,ROMAN CATHOLIC,ROMAN CATHOLIC,,,,,,,,,,,,,"ORIGINAL PARISH SCHOOL, BUILT IN 1951, WAS CONVERTED TO USE AS THE PARISH CHURCH IN 1971.",,YES,NO,NO,NO,775074000,,ST THERESE OF THE,CHILD JESUS CHRIST,254,"6611  ARDLEIGH STREET Philadelphia, PA",,,small_red
VISITATION BLESSED VIRGIN MARY (B.V.M.) CATHOLIC CHURCH,VISITATION BLESSED VIRGIN MARY (B.V.M.) CATHOLIC CHURCH/ECCLESIA VISITATION,300-340 E. LEHIGH AVENUE,19125,1879,,EDWIN F. DURANG,NO,NO,NO,NO,NO,NO,PCP,,7,LOWER NORTH,,ROMAN CATHOLIC,ROMAN CATHOLIC,,,,,,,,,,,BROWNSTONE,,,,YES,NO,NO,NO,777228000,2625 B STREET,VISITATION BVM SCHOOL,,163,"300 E. LEHIGH AVENUE Philadelphia, PA",,,small_red
JUNIATA PARK UNITED METHODIST CHURCH,,1441 E. HUNTING PARK AVENUE,19124,1941,,,NO,NO,NO,NO,NO,NO,,,7,NORTH,,,METHODIST,,,,,,,,,,,BRICK,,,,NO,NO,NO,,777201000,,JUANITA PARK CHURCH OF,THE EVANGELICAL CHURCH,190,"1441 E. HUNTING PARK AVENUE Philadelphia, PA",,,small_red
APARTMENTS,MOYER MEMORIAL BAPTIST CHURCH,4557 MANAYUNK AVENUE,19128,,,,NO,NO,NO,NO,NO,NO,,,4,LOWER NORTHWEST,,BAPTIST,ADAPTIVE REUSE,,,,,,,,,,,,,,,NO,NO,NO,YES,UNITS LISTED SEPARATELY,KRAMS AVENUE,,,,"4557  MANAYUNK AVENUE Philadelphia, PA",,,small_red
GREEN LANE UNITED METHODIST CHURCH,MOUNT ZION UNITED METHODIST CHURCH?,472 GREEN LANE,19128,1876,,,NO,NO,NO,NO,NO,NO,MANAYUNK CHURCHES WEBSITE,,4,LOWER NORTHWEST,,METHODIST,METHODIST,ENLARGEMENT (MANAYUNK CHURCHES WEBSITE),1901,UNKNOWN,ENLARGEMENT (MANAYUNK CHURCHES WEBSITE),1910,UNKNOWN,,,,,BRICK,WOOD,,,NO,NO,NO,NO,775182000,,FIRST METHODIST,EPISCOPAL CHURCH OF,213,"472  GREEN LANE Philadelphia, PA",,,small_red
SAINT RAYMOND OF PENAFORT CATHOLIC CHURCH,SAINT RAYMOND OF PENAFORT CATHOLIC CHURCH,1330 VERNON ROAD,19150,1949,,,NO,NO,NO,NO,NO,NO,CONGREGATION WEBSITE,,9,UPPER NORTH,,ROMAN CATHOLIC,ROMAN CATHOLIC,,,,,,,,,,,BRICK,LIMESTONE,,,NO,NO,NO,NO,775329000,,REV GEORGE J BOYLE,ST RAYMOND CHURCH,263,"1330  VERNON ROAD Philadelphia, PA",,,small_red
RIDGE AVENUE UNITED METHODIST CHURCH,EBENEZER METHODIST EPISCOPAL CHURCH,7811-7817 RIDGE AVENUE,19128,1842,,,NO,NO,NO,NO,NO,NO,,,4,LOWER NORTHWEST,,METHODIST EPISCOPAL,METHODIST,,,,,,,,,,,STUCCO,,,,NO,NO,NO,NO,775284000,,RIDGE AVE ME CHURCH,,218,"7811  RIDGE AVENUE Philadelphia, PA",,,small_red
"ALL SAINTS� EPISCOPAL CHURCH, TORRESDALE","ALL SAINTS� EPISCOPAL CHURCH, TORRESDALE",9571 FRANKFORD AVENUE,19114,1855,,FRANK WILLS,NO,NO,NO,NO,NO,NO,CONGREGATION WEBSITE,,6,NORTH DELAWARE,,EPISCOPAL,EPISCOPAL,,,,,,,,,,,BROWNSTONE,,,,NO,NO,NO,NO,778166000,,RECTOR CHURCH WARDEN,VESTRYMEN OF ALL,352,"9571  FRANKFORD AVENUE Philadelphia, PA",,,small_red
ASCENSION OF OUR LORD CATHOLIC CHURCH,ASCENSION OF OUR LORD CATHOLIC CHURCH,701-721 E. WESTMORELAND STREET,19134,1914,,ROWLAND W. BOYLE; PAUL J.HENON JR,NO,NO,NO,NO,NO,NO,PCP,,7,NORTH,,ROMAN CATHOLIC,ROMAN CATHOLIC,,,,,,,,,,,GRANITE,,,,NO,NO,NO,NO,777344000,,MOST REV DENNIS J,DOUGHERTY ARCHBISHOP,192,"701 E. WESTMORELAND STREET Philadelphia, PA",,,small_red
ATONEMENT LUTHERAN CHURCH,ATONEMENT LUTHERAN CHURCH,1538-1542 E. MONTGOMERY AVENUE,19125,1910,PRE,HARVEY C. HODGENS,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,PAB,5,RIVER WARDS,,LUTHERAN,LUTHERAN,ADDITIONS/ALTERATIONS (PAB),1907,JOSEPH V. MCCLOSKEY (CONTRACTOR) (PAB),,,,,,,,BRICK,LIMESTONE,,,NO,NO,NO,NO,777268000,,EVANGELICAL LUTHERN,CHURCH OF ATONEMENT,158,"1538 E. MONTGOMERY AVENUE Philadelphia, PA",,,small_red
